name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
"Bye-Bye, Wacky Planet",2016-11-04,1,Rasul Mono,Efimov Max,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Casual;Indie;Action,23,239,3.19,A fast-paced 2D side-scrolling shooter inspired by the old school video games. Use a wide selection of alien guns to tear through a bunch of enemies to freedom!,19708,Mostly Positive
The Last Door: Season 2 - Collector's Edition,2016-03-29,1,The Game Kitchen,Phoenix Online Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure,Adventure;Point & Click;Horror,16,0,6.99,"In Season 2 of The Last Door, the search for his missing client will bring psychiatrist John Wakefield deeper into a conspiracy of darkness and closer to the heart of madness than ever before.",20436,Very Positive
Age of Wonders II: The Wizard's Throne,2010-10-01,1,Triumph Studios,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,0,0,6.99,"Age of Wonders II is the wildly anticipated sequel to the award-winning strategy phenomenon. Delivering an invigorating mix of Empire Building, Role-playing, and Warfare, Age of Wonders II brings s turn-based strategy to new heights.",10507,Mostly Positive
My Free Zoo,2017-11-28,1,upjers,upjers,windows,0,Single-player;Online Co-op;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Simulation,Casual;Free to Play;Simulation,20,0,0.0,"A small zoo needs your help! As the new manager, it's your job to boost business. Design the zoo of your dreams. From wolves and polar bears all the way to prehistoric beasts – the further you progress in the game, the more exotic the animals you'll be able to keep in your zoo. Play now and save the zoo!",7611,Negative
Basingstoke,2018-04-27,1,Puppygames,Puppygames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,Action;Indie;Adventure,34,0,23.79,"Basingstoke is a tense rogue-like that mixes stealth and arcade action. Explore the smouldering ruins of Basingstoke, a world of reanimated undead and ferocious alien monsters. Scavenge as you go, crafting equipment to help you in your mission: escape Basingstoke!",4294,Positive
Star Drifter,2016-06-01,1,Nostalgia Hound;PiGravity,Back To Basics Gaming,windows,0,Single-player;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,0,213,0.79,"Star Drifter is a super hard and hectic space shooter, inspired by classics such as R Type, Xenon, Galaxian, Moon Cresta and Gradius.",9048,Negative
Dead Effect 2 VR,2017-10-03,1,"BadFly Interactive, a.s.",App Holdings,windows,0,Single-player;Multi-player;Co-op;Steam Achievements,Action;Indie;RPG,Action;RPG;Indie,166,178,19.49,"Dead Effect 2 is the newest addition to the acclaimed Dead Effect franchise. This action sci-fi shooter is looking to push the boundaries of first-person shooters to new levels with slick graphics, rich narrative and RPG elements.",34271,Positive
PixelJunk™ Eden,2012-02-02,1,Q-Games Ltd.,Q-Games Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Platformer,61,65,6.99,"Swing, climb, and jump your way through massive “gardens” of vibrant other-worldly plant-life in this truly organic platformer.",55142,Mostly Positive
My Free Farm 2,2018-04-03,1,upjers,upjers,windows,0,Single-player;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,40,0,0.0,"Are you ready for a very special challenge? Then get ready to discover My Free Farm 2! This simulation is a captivating blend of farm and tycoon game. Bring in the harvest, keep animals and expand your property. Download My Free Farm 2 now!",8132,Negative
Super Street: The Game,2018-09-11,1,Rebel Games;Team6 game studios,Lion Castle Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Racing,Racing;Driving,27,0,30.99,"STREET RACING AT HEART Super Street: The Game is the official arcade racing game for Super StreetTM, the world’s number one in automotive tuning culture. Build your ride, part by part, from scrap and use it to tear up asphalt in a wealth of different game modes and environments.",4826,Negative
Rocksmith™,2012-10-18,1,Ubisoft - San Francisco,Ubisoft,windows,0,Single-player;Shared/Split Screen;In-App Purchases,Casual;Simulation,Music;Simulation;Education,60,1371,25.99,Rocksmith’s innovative game design makes playing music visually intuitive and will engage experienced musicians as well as those who have never picked up a guitar in their lives.,74971,Positive
Ubinota,2015-03-04,1,Rotateam,Plug In Digital,windows,0,Single-player;Steam Achievements,Indie,Indie;Puzzle;Physics,46,0,0.0,"In a world where inhabitants live in the sky on floating islands made of cubes, a disaster threatens to make the population fall into the depths. Use the magic paint in this puzzle game to stuck cubes together and avoid the disaster.",11532,Positive
The Dummy Experiment,2018-01-19,1,Kai van Ommeren;Sedat Bilen;Niek Oosterbaan;Wesley Kroon;Martijn de Vree;Max Geraci;Plaisir Nzuzi;Kevin van Huit,Cetus Studios,windows;mac,0,Single-player;Full controller support;Captions available;Stats;Steam Leaderboards;Commentary available,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0,3,0.0,"Scientist Strohmann loves to play around with all kinds of crazy stuff. This time he thought of a cruel and inhumane experiment in which his test subject, Dummy 44, will experience a horrible and terrifying pain. Your role is to help Dummy 44 to escape the laboratory forever.",8930,Mixed
Never Again,2017-08-31,1,Primary Games,Primary Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;Early Access,Early Access;Indie;Horror,20,0,5.79,"Never Again - Horror/first-person Quest. The main essence of the game is research locations and puzzles, plunging in the dramatic story of a little girl suffering from asthma.",8686,Mostly Positive
Krater,2012-06-12,1,Fatshark,Fatshark,windows;mac,0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,RPG;Indie;Adventure,41,369,10.99,The game brings you far into the future of a post-apocalyptic Sweden.,59882,Negative
WORLD END ECONOMiCA episode.01,2014-06-17,1,Spicy Tails,Sekai Project,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie,Visual Novel;Anime;Indie,0,732,9.99,"From the author of Spice and Wolf, Isuna Hasekura, comes WORLD END ECONOMiCA. This is the first episode out of three part sci-fi/economic thriller visual novel set on the moon.",38952,Positive
Starship Corporation,2018-05-03,1,Coronado Games,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Management,18,115,14.99,"A sci-fi simulation game, in which players must design, assemble and test spaceships, in a bid to build a supreme Galactic Mega-Corporation. Gain your reputation by engineering and selling your own spacecraft, testing them to the limit in RTS missions and simulated emergency and combat situations.",13338,Negative
 Fieldrunners 2,2013-01-10,1,Subatomic Studios LLC,Subatomic Studios LLC,windows,0,Single-player,Action;Strategy;Casual,Tower Defense;Strategy;Casual,59,0,6.99,"Get ready to DEFEND THE WORLD! The biggest sequel in tower defense history is finally here: Fieldrunners 2 has arrived! From Subatomic Studios, creators of the award winning classic strategy game comes an all new adventure that was years in the making.",25359,Mostly Positive
The Forgotten Ones,2014-07-17,1,Bernt Andreas Eide,Bernt Andreas Eide,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK,Action;Adventure;Free to Play;Indie,Horror;Free to Play;Adventure,12,24,0.0,"Losing his parents during the holocaust to a mad man of a doctor. You're to play as Grobuskna Vladinov, 20 years after the incident that changed his life dramatically. Grobuskna receives an unknown phone call that'll start a journey that'll twist your mind...",108288,Mixed
Pretentious Game,2014-05-20,1,Keybol,Keybol,windows;mac,0,Single-player,Casual;Indie,Indie;Casual;Platformer,0,27,1.59,Enjoy the uncluttered and peculiar aesthetics of Pretentious Game and plunge wholeheartedly into a poetic and deep story.,20232,Mostly Positive
Farming Simulator 2011,2010-10-29,1,Giants Software,Giants Software,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Partial Controller Support,Simulation,Simulation;Agriculture;Multiplayer,12,0,7.19,The sequel to the best-selling worldwide hit &quot;Farming Simulator&quot; has loads of new features! Assume the role of a farmer experiencing the challenge of 18 hour days running a new farm in the middle of beautiful rolling countryside.,32074,Positive
樱之杜†净梦者 / Sakura no Mori † Dreamers,2017-12-28,0,MOONSTONE,HIKARI FIELD,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Anime;Adventure,0,9,13.99,Who is the one hiding deeply in abyss? The Devil? The Killer? or—Yourself?,13760,Very Positive
HoPiKo,2017-01-06,1,Laser Dog,Merge Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,53,0,4.99,"HoPiKo is an intense speed run platformer where you get to save gaming. Jump from platform to platform avoiding death, exploiting shortcuts and ripping through 100s of hand-crafted levels, each one dropped into a 5-stage mini run designed to break your mind!",6192,Mostly Positive
Commandos: Beyond the Call of Duty,2007-03-15,1,Pyro Studios,Kalypso Media Digital,windows,0,Single-player;Multi-player;Co-op,Action,Action;Strategy;Tactical,0,12,3.99,"You have been selected for active service in the Commandos Corps, and must now mobilize in a series of 8 new dangerous missions. You may come with experience of action 'Behind Enemy Lines' or perhaps you are just a rookie - whatever you are, you will be given the opportunity to push your daring and tactical ability to the limit.",37525,Positive
Salt and Sanctuary,2016-05-17,1,Ska Studios,Ska Studios,windows;mac;linux,16,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Gore;Action;Indie;RPG,Souls-like;Metroidvania;Difficult,37,623,13.59,"Explore a haunting, punishing island in this stylized 2D action RPG. Salt and Sanctuary combines fast and brutal 2D combat with richly developed RPG mechanics in a cursed realm of forgotten cities, blood-soaked dungeons, and desecrated monuments.",405964,Very Positive
AXIOM SOCCER,2019-04-11,1,Earthbound Games Ltd.,Earthbound Games Ltd.,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Free to Play;Indie;Racing;Sports;Early Access,Early Access;Sports;Action,0,0,0.0,"Axiom Soccer represents the next generation of high-adrenaline digital sports, combining the best of real world ball games and third person shooters. Start scoring goals within minutes, and hone your shooting skills and team tactics to eventually play tournament matches in front of a live, virtual, in-game crowd.",4968,Mixed
Stayin' Alive,2018-05-17,1,IndieGala,IndieGala,windows;mac,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,37,0,3.99,Do your best to die or save your enemies from death in this frantic team multiplayer game about health issues. Death is in the air.,9348,Mostly Positive
Vox Populi Vox Dei 2,2015-03-17,1,Great Cogs,Great Cogs,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie,Action;Indie;Platformer,30,0,1.99,"Your adventure is not over yet, the real enemy has appeared. Dr. Wolf has taken your lovely girl and you won't stop until you find her. To accomplish your mission, you will pass through many difficult challenges, putting your own life at risk.",26350,Positive
Rituals,2015-05-27,1,Tymon Zgainski,Mudvark,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,7,0,3.99,"Rituals is a 3D puzzle-exploration-adventure about the relation between civilisation and nature. It aims to be a gripping, memorable and meaningful experience with story told through gameplay and interaction.",13392,Mixed
